Chromosome,Start,End,Width,Value,FWER,Nearest Symbol,Nearest Ensembl ID,Distance to Closest Gene,CpG Island?,Annotation,Cluster
chr6,161788405,161789183,779,0.016521566,0.004,PARK2,ENSG00000185345.18_2,0,non-Island,Intron,6:G-N0
chr1,205010413,205011831,1419,0.016473033,0.004,CNTN2,ENSG00000184144.10_2,233,non-Island,Promoter,6:G-N0
chr10,338819,340121,1303,0.015943678,0.004,DIP2C,ENSG00000151240.16_1,0,non-Island,Intron,6:G-N0
chrX,106986019,106986918,900,0.01743928,0.004,TSC22D3,ENSG00000157514.16_2,0,non-Island,Intron,6:G-N0
chr19,35597164,35597775,612,0.016447979,0.004,HPN-AS1,ENSG00000227392.1_1,0,non-Island,Promoter,6:G-N0
chr19,35597164,35597775,612,0.016447979,0.004,,ENSG00000179066.7_1,0,non-Island,Promoter,6:G-N0
chr6,161559149,161559988,840,0.015553867,0.004,AGPAT4,ENSG00000026652.13_2,0,non-Island,Intron,6:G-N0
chr8,91804575,91806116,1542,0.016957216,0.004,NECAB1,ENSG00000123119.11_1,0,non-Island,Intron,6:G-N0
chr7,75289673,75290665,993,0.016855989,0.004,HIP1,ENSG00000127946.16_2,0,non-Island,Intron,6:G-N0
chr6,163663244,163665124,1881,0.015923833,0.004,PACRG,ENSG00000112530.11_2,0,non-Island,Intron,6:G-N0
chr19,41333071,41333610,540,0.015888921,0.004,,ENSG00000268797.1_2,0,non-Island,Intron,6:G-N0
chr2,158180732,158183846,3115,0.015969408,0.004,ERMN,ENSG00000136541.14_1,0,non-Island,CDS,6:G-N0
chrX,115008809,115010692,1884,0.015809677,0.004,,ENSG00000235244.3_1,22911,non-Island,Intergenic,6:G-N0
chr12,51784369,51784989,621,0.016984934,0.004,GALNT6,ENSG00000139629.15_1,0,non-Island,5'UTR,6:G-N0
chr19,36587745,36588718,974,0.015652453,0.004,WDR62,ENSG00000075702.16_2,0,non-Island,CDS,6:G-N0
chr4,185726576,185727585,1010,0.017586027,0.004,ACSL1,ENSG00000151726.13_2,0,non-Island,5'UTR,6:G-N0
chr8,6320876,6321798,923,0.017742586,0.004,MCPH1,ENSG00000147316.12_1,0,non-Island,Intron,6:G-N0
chr16,86567341,86568040,700,0.017651051,0.004,MTHFSD,ENSG00000103248.18_2,0,non-Island,Intron,6:G-N0
chr15,90491889,90492843,955,0.016066041,0.004,NA,ENSG00000280377.1_1,1148,non-Island,Promoter,6:G-N0
chr21,43591036,43591952,917,0.015964462,0.004,UMODL1,ENSG00000177398.18_2,27472,non-Island,Intergenic,6:G-N0
chr15,49165801,49167923,2123,0.015523944,0.004,SHC4,ENSG00000185634.11_1,0,non-Island,Intron,6:G-N0
chr9,97846716,97847094,379,0.015682351,0.004,C9orf3,ENSG00000148120.10,0,non-Island,Intron,6:G-N0
chr3,183541469,183542308,840,0.015675915,0.004,MAP6D1,ENSG00000180834.7_2,0,non-Island,Intron,6:G-N0
chr1,225706962,225707326,365,0.016563995,0.004,ENAH,ENSG00000154380.17_2,0,non-Island,CDS,6:G-N0
chr9,98979767,98979992,226,0.017970554,0.004,HSD17B3,ENSG00000130948.9_1,17595,non-Island,Intergenic,6:G-N0
chr12,125500337,125500648,312,0.016220254,0.004,BRI3BP,ENSG00000184992.10_1,0,non-Island,Intron,6:G-N0
chr19,7500912,7502042,1131,0.016174005,0.004,,ENSG00000268861.6_2,0,non-Island,Intron,6:G-N0
chr19,7500912,7502042,1131,0.016174005,0.004,ARHGEF18,ENSG00000104880.17_2,0,non-Island,Intron,6:G-N0
chr2,178026716,178027286,571,0.015812603,0.004,,ENSG00000236501.5_2,0,non-Island,Intron,6:G-N0
chr2,178026716,178027286,571,0.015812603,0.004,,ENSG00000229337.1_2,0,non-Island,Intron,6:G-N0
chr3,135979931,135981711,1781,0.015774208,0.004,PCCB,ENSG00000114054.13_2,0,non-Island,CDS,6:G-N0
chr10,118731949,118733243,1295,0.015704672,0.004,KIAA1598,ENSG00000187164.18_2,0,non-Island,Intron,6:G-N0
chrX,10062213,10062781,569,0.016671357,0.004,WWC3,ENSG00000047644.18_2,0,non-Island,CDS,6:G-N0
chr17,68166879,68169967,3089,0.016646889,0.004,KCNJ2,ENSG00000123700.4_2,0,non-Island,Intron,6:G-N0
chr10,35589058,35589924,867,0.016209583,0.004,CCNY,ENSG00000108100.17_1,0,non-Island,Intron,6:G-N0
chr22,32872820,32874190,1371,0.015971954,0.004,FBXO7,ENSG00000100225.17_1,0,non-Island,Intron,6:G-N0
chr4,129589624,129590621,998,0.015590899,0.004,,ENSG00000248802.1_1,67061,non-Island,Intergenic,6:G-N0
chr12,117582061,117582730,670,0.015524972,0.004,FBXO21,ENSG00000135108.14_2,0,non-Island,3'UTR,6:G-N0
chr3,39520035,39520614,580,0.016830624,0.004,MOBP,ENSG00000168314.17_2,0,non-Island,Intron,6:G-N0
chr18,60920025,60920854,830,0.016664489,0.004,BCL2,ENSG00000171791.12_2,0,non-Island,Intron,6:G-N0
chr15,71159536,71160670,1135,0.016321326,0.004,LRRC49,ENSG00000137821.11_2,0,non-Island,Intron,6:G-N0
chr6,90904091,90906430,2340,0.016010219,0.004,BACH2,ENSG00000112182.14_2,0,non-Island,Intron,6:G-N0
chr7,2009564,2010037,474,0.017247151,0.004,MAD1L1,ENSG00000002822.15_2,0,non-Island,Intron,6:G-N0
chr1,184976224,184977722,1499,0.016523812,0.004,,ENSG00000260976.1_1,0,non-Island,Intron,6:G-N0
chr4,40876486,40877684,1199,0.01584448,0.004,APBB2,ENSG00000163697.16_2,0,non-Island,Intron,6:G-N0
chr2,64213451,64214379,929,0.017651208,0.004,VPS54,ENSG00000143952.19_1,0,non-Island,Intron,6:G-N0
chr6,151661612,151662255,644,0.017045798,0.004,AKAP12,ENSG00000131016.16_1,0,non-Island,Intron,6:G-N0
chr12,71835197,71835991,795,0.016461701,0.004,TSPAN8,ENSG00000127324.8_1,0,non-Island,5'UTR,6:G-N0
chr12,71835197,71835991,795,0.016461701,0.004,LGR5,ENSG00000139292.12_2,0,non-Island,5'UTR,6:G-N0
chr2,7055094,7056206,1113,0.016334005,0.004,RNF144A-AS1,ENSG00000228203.6_1,0,non-Island,Intron,6:G-N0
chr15,84117811,84119231,1421,0.016119559,0.004,SH3GL3,ENSG00000140600.16_2,0,non-Island,Intron,6:G-N0
chr2,48677521,48679564,2044,0.015629602,0.004,PPP1R21,ENSG00000162869.15_2,0,non-Island,CDS,6:G-N0
chr21,35985705,35986023,319,0.016373881,0.004,RCAN1,ENSG00000159200.17_1,0,non-Island,Intron,6:G-N0
chrX,114816456,114817181,726,0.016283281,0.004,PLS3,ENSG00000102024.17_2,0,non-Island,Intron,6:G-N0
chr10,22611752,22613604,1853,0.016174806,0.004,COMMD3-BMI1,ENSG00000269897.5_2,0,non-Island,Intron,6:G-N0
chr10,22611752,22613604,1853,0.016174806,0.004,BMI1,ENSG00000168283.13_2,0,non-Island,Intron,6:G-N0
chr7,17336978,17337629,652,0.017974894,0.004,,ENSG00000237773.5_1,0,non-Island,Intron,6:G-N0
chr4,164414732,164415027,296,0.017215524,0.004,TMA16,ENSG00000198498.9_2,566,non-Island,Promoter,6:G-N0
chr1,42798459,42799224,766,0.016926197,0.004,FOXJ3,ENSG00000198815.8_2,0,non-Island,Intron,6:G-N0
chr13,23347195,23347720,526,0.016714761,0.004,,ENSG00000253094.1,29563,non-Island,Intergenic,6:G-N0
chr9,88472601,88473823,1223,0.016255735,0.004,,ENSG00000165121.11_2,8143,non-Island,Intergenic,6:G-N0
chr2,145198593,145198903,311,0.016237373,0.004,ZEB2,ENSG00000169554.17_2,0,non-Island,Intron,6:G-N0
chr22,32111236,32112378,1143,0.01565974,0.004,PRR14L,ENSG00000183530.13_2,0,non-Island,CDS,6:G-N0
chr8,38090419,38090565,147,0.01553868,0.004,DDHD2,ENSG00000085788.13_2,0,non-Island,CDS,6:G-N0
chr17,34173932,34174592,661,0.016013163,0.004,TAF15,ENSG00000270647.5_2,0,non-Island,CDS,6:G-N0
chr21,48056898,48057165,268,0.015980627,0.004,PRMT2,ENSG00000160310.16_1,0,non-Island,CDS,6:G-N0
chr14,27070901,27071447,547,0.015883871,0.004,NOVA1-AS1,ENSG00000257842.5_1,0,non-Island,Intron,6:G-N0
chr6,99393680,99394767,1088,0.015831776,0.004,FBXL4,ENSG00000112234.8_1,0,non-Island,Intron,6:G-N0
chr1,78214226,78214477,252,0.01754081,0.004,USP33,ENSG00000077254.14_2,0,non-Island,Intron,6:G-N0
chr19,19987465,19988463,999,0.016373568,0.004,ZNF253,ENSG00000256771.2_2,0,non-Island,Intron,6:G-N0
chr14,35181778,35182647,870,0.019119069,0.004,CFL2,ENSG00000165410.14_1,0,non-Island,CDS,6:G-N0
chr6,134637313,134637585,273,0.018263447,0.004,SGK1,ENSG00000118515.11_2,0,non-Island,Intron,6:G-N0
chr19,20173569,20174143,575,0.019768492,0.004,,ENSG00000269154.1_1,0,non-Island,Promoter,6:G-N0
chrX,119601585,119601656,72,0.019428956,0.004,LAMP2,ENSG00000005893.15_1,0,non-Island,Intron,6:G-N0
chr12,15940768,15940907,140,0.01897313,0.004,EPS8,ENSG00000151491.12_2,0,non-Island,5'UTR,6:G-N0
chr8,68862901,68863091,191,0.018302091,0.004,PREX2,ENSG00000046889.18_2,1261,non-Island,Promoter,6:G-N0
chrX,154257660,154257660,1,0.020469374,0.004,FUNDC2,ENSG00000165775.17_1,0,non-Island,Intron,6:G-N0
chr6,116420967,116420967,1,0.019329459,0.004,NT5DC1,ENSG00000178425.13_1,1044,non-Island,Promoter,6:G-N0
chr1,184004414,184004414,1,0.01897325,0.004,COLGALT2,ENSG00000198756.10_1,0,non-Island,Intron,6:G-N0
chr3,39518864,39518864,1,0.018963185,0.004,MOBP,ENSG00000168314.17_2,0,non-Island,Intron,6:G-N0
chr15,91476398,91476398,1,0.018488376,0.004,UNC45A,ENSG00000140553.16_1,0,non-Island,Intron,6:G-N0
chr15,91476398,91476398,1,0.018488376,0.004,,ENSG00000224441.1_1,0,non-Island,Intron,6:G-N0
chrX,153032469,153033979,1511,0.011793852,0.008,PLXNB3,ENSG00000198753.11_2,0,CpG-Island,CDS,6:G-N0
chr2,95722177,95725083,2907,0.012930609,0.008,MAL,ENSG00000172005.10_1,2435,non-Island,Intergenic,6:G-N0
chr6,41695672,41701036,5365,0.01189843,0.008,TFEB,ENSG00000112561.17_2,0,non-Island,5'UTR,6:G-N0
chr6,41695672,41701036,5365,0.01189843,0.008,,ENSG00000231102.1_1,0,non-Island,5'UTR,6:G-N0
chr7,29523160,29531085,7926,0.012875438,0.008,CHN2,ENSG00000106069.20_2,0,non-Island,Intron,6:G-N0
chr18,13615492,13619408,3917,0.013075811,0.008,LDLRAD4,ENSG00000168675.18_2,0,non-Island,Intron,6:G-N0
chr6,163770075,163774542,4468,0.013397771,0.008,,ENSG00000217514.1_1,9699,non-Island,Intergenic,6:G-N0
chr17,76226498,76227727,1230,0.014127014,0.008,TMEM235,ENSG00000204278.12_2,0,non-Island,5'UTR,6:G-N0
chr11,73359151,73360722,1572,0.015233632,0.008,PLEKHB1,ENSG00000021300.13_2,0,non-Island,CDS,6:G-N0
chr22,41721904,41723898,1995,0.015126537,0.008,ZC3H7B,ENSG00000100403.11_1,0,non-Island,CDS,6:G-N0
chr2,239128280,239130491,2212,0.015107142,0.008,,ENSG00000186235.10_1,2701,non-Island,Intergenic,6:G-N0
chr11,2753643,2754385,743,0.015097942,0.008,KCNQ1,ENSG00000053918.15_2,0,non-Island,Intron,6:G-N0
chr2,240131465,240132585,1121,0.014917204,0.008,HDAC4,ENSG00000068024.16_2,0,non-Island,Intron,6:G-N0
chr2,240265463,240266826,1364,0.015155414,0.008,HDAC4,ENSG00000068024.16_2,0,non-Island,Intron,6:G-N0
chr17,79345757,79346841,1085,0.015196953,0.008,,ENSG00000263154.1_1,0,non-Island,Intron,6:G-N0
chr2,128271816,128272444,629,0.01543908,0.008,IWS1,ENSG00000163166.14_2,0,non-Island,Intron,6:G-N0
chr2,128271816,128272444,629,0.01543908,0.008,,ENSG00000231731.7_2,0,non-Island,Intron,6:G-N0
chr18,48923638,48927618,3981,0.015383456,0.008,,ENSG00000227115.7_2,0,non-Island,Intron,6:G-N0
chr4,154175136,154177513,2378,0.015403212,0.008,TRIM2,ENSG00000109654.14_2,0,non-Island,Intron,6:G-N0
chr1,26881655,26883177,1523,0.015285621,0.008,RPS6KA1,ENSG00000117676.13_2,0,non-Island,CDS,6:G-N0
chr10,135188740,135189769,1030,0.015363141,0.008,NA,ENSG00000274685.1_1,366,non-Island,Promoter,6:G-N0
chr2,232470006,232470868,863,0.01533104,0.008,C2orf57,ENSG00000177673.3_1,11011,non-Island,Intergenic,6:G-N0
chr6,293285,294140,856,0.015329425,0.008,DUSP22,ENSG00000112679.14_2,0,non-Island,Intron,6:G-N0
chrX,103027699,103030842,3144,0.015454752,0.008,PLP1,ENSG00000123560.13_2,0,non-Island,5'UTR,6:G-N0
chr13,35917703,35918113,411,0.015410552,0.008,NBEA,ENSG00000172915.18_2,0,non-Island,Intron,6:G-N0
chr12,32851191,32852009,819,0.015394074,0.008,DNM1L,ENSG00000087470.17_1,0,non-Island,Intron,6:G-N0
chr8,70418870,70419227,358,0.015286583,0.008,SULF1,ENSG00000137573.13_2,0,non-Island,Intron,6:G-N0
chr2,210670142,210671173,1032,0.015423869,0.008,UNC80,ENSG00000144406.18_2,0,non-Island,Intron,6:G-N0
chrX,72147498,72147563,66,0.015419301,0.008,,ENSG00000269502.5_2,0,non-Island,Intron,6:G-N0
chr8,41347383,41347522,140,0.015288497,0.008,GOLGA7,ENSG00000147533.16_1,392,non-Island,Promoter,6:G-N0
chr3,19192068,19192068,1,0.018419827,0.008,KCNH8,ENSG00000183960.8_1,0,non-Island,Intron,6:G-N0
chrX,119620975,119620975,1,0.018222952,0.008,LAMP2,ENSG00000005893.15_1,17754,non-Island,Intergenic,6:G-N0
chr17,79354749,79356449,1701,0.011871422,0.012,,ENSG00000262223.6_1,0,non-Island,Intron,6:G-N0
chr18,74747038,74751297,4260,0.012541141,0.012,MBP,ENSG00000197971.14_2,0,non-Island,Intron,6:G-N0
chr14,104015235,104016899,1665,0.01351351,0.012,RNU7-160P,ENSG00000252469.1,0,non-Island,Promoter,6:G-N0
chr10,98112588,98117676,5089,0.01373558,0.012,OPALIN,ENSG00000197430.10_1,0,non-Island,CDS,6:G-N0
chr12,27704849,27709749,4901,0.013713221,0.012,PPFIBP1,ENSG00000110841.13_2,0,non-Island,Intron,6:G-N0
chr12,27704849,27709749,4901,0.013713221,0.012,,ENSG00000248100.2_1,0,non-Island,Intron,6:G-N0
chr10,133877068,133878202,1135,0.013936829,0.012,JAKMIP3,ENSG00000188385.11_1,39972,non-Island,Intergenic,6:G-N0
chr11,61527002,61529195,2194,0.013836174,0.012,MYRF,ENSG00000124920.13_2,0,non-Island,Intron,6:G-N0
chr9,140658554,140659715,1162,0.014797838,0.012,EHMT1,ENSG00000181090.18_2,0,non-Island,CDS,6:G-N0
chr8,111905449,111907335,1887,0.014763039,0.012,,ENSG00000254241.1_2,38156,non-Island,Intergenic,6:G-N0
chr3,134077256,134079198,1943,0.0146082,0.012,AMOTL2,ENSG00000114019.14_2,0,non-Island,CDS,6:G-N0
chr20,47252485,47253407,923,0.014544485,0.012,PREX1,ENSG00000124126.13_2,0,CpG-Island,CDS,6:G-N0
chr10,22996583,23000607,4025,0.014655085,0.012,PIP4K2A,ENSG00000150867.13_2,0,non-Island,Intron,6:G-N0
chr1,116520134,116526423,6290,0.014640721,0.012,SLC22A15,ENSG00000163393.12_1,0,non-Island,Intron,6:G-N0
chr16,57145381,57147448,2068,0.014574732,0.012,CPNE2,ENSG00000140848.16_2,0,non-Island,CDS,6:G-N0
chr1,205227364,205229558,2195,0.014770678,0.012,TMCC2,ENSG00000133069.15_2,0,non-Island,Intron,6:G-N0
chr10,14621838,14623794,1957,0.014812122,0.012,FAM107B,ENSG00000065809.13_2,0,non-Island,Intron,6:G-N0
chr2,3192563,3193254,692,0.015224047,0.012,TSSC1,ENSG00000032389.12_2,0,non-Island,CDS,6:G-N0
chr1,204445424,204448810,3387,0.015124397,0.012,PIK3C2B,ENSG00000133056.13_2,0,non-Island,Intron,6:G-N0
chr11,1975496,1976055,560,0.014534804,0.012,MRPL23,ENSG00000214026.10_1,0,non-Island,Intron,6:G-N0
chr1,2947560,2948396,837,0.014893287,0.012,ACTRT2,ENSG00000169717.6_2,8092,non-Island,Intergenic,6:G-N0
chr2,16169822,16171519,1698,0.014830346,0.012,,ENSG00000226764.2_1,0,non-Island,Intron,6:G-N0
chr4,25160584,25161310,727,0.015108314,0.012,SEPSECS,ENSG00000109618.11_1,0,non-Island,CDS,6:G-N0
chr12,132279258,132280164,907,0.014896142,0.012,SFSWAP,ENSG00000061936.9_2,0,non-Island,Intron,6:G-N0
chr15,79048944,79049731,788,0.015201295,0.012,ADAMTS7,ENSG00000136378.14_1,1813,non-Island,Intergenic,6:G-N0
chr1,1771742,1772877,1136,0.014982605,0.012,GNB1,ENSG00000078369.17_1,0,non-Island,Intron,6:G-N0
chr10,14610294,14612715,2422,0.015250127,0.012,FAM107B,ENSG00000065809.13_2,0,non-Island,Intron,6:G-N0
chr13,113613554,113614263,710,0.015145566,0.012,MCF2L,ENSG00000126217.20_2,0,non-Island,Intron,6:G-N0
chr5,8842648,8844427,1780,0.015027206,0.012,,ENSG00000250198.1_1,0,non-Island,Intron,6:G-N0
chr12,106697585,106699388,1804,0.015268817,0.012,CKAP4,ENSG00000136026.13_2,0,non-Island,5'UTR,6:G-N0
chr12,106697585,106699388,1804,0.015268817,0.012,TCP11L2,ENSG00000166046.10_2,0,non-Island,5'UTR,6:G-N0
chr9,92094486,92095116,631,0.015238664,0.012,SEMA4D,ENSG00000187764.11_2,0,non-Island,5'UTR,6:G-N0
chr12,122116861,122118258,1398,0.01501562,0.012,MORN3,ENSG00000139714.12_1,6323,non-Island,Intergenic,6:G-N0
chr6,30862992,30863661,670,0.015208263,0.012,DDR1,ENSG00000204580.12_2,0,non-Island,CDS,6:G-N0
chr10,671893,672421,529,0.01482757,0.012,DIP2C,ENSG00000151240.16_1,0,non-Island,Intron,6:G-N0
chr16,83920499,83921957,1459,0.015087562,0.012,MLYCD,ENSG00000103150.5_2,10773,non-Island,Intergenic,6:G-N0
chr16,29836153,29837840,1688,0.01526769,0.012,NA,ENSG00000281348.1_2,0,non-Island,5'UTR,6:G-N0
chr16,29836153,29837840,1688,0.01526769,0.012,MVP,ENSG00000013364.18_2,0,non-Island,5'UTR,6:G-N0
chr10,6623284,6624359,1076,0.01487063,0.012,PRKCQ-AS1,ENSG00000237943.6_1,0,non-Island,Intron,6:G-N0
chr7,66123753,66124403,651,0.014831032,0.012,KCTD7,ENSG00000243335.8_2,0,non-Island,Intron,6:G-N0
chr7,66123753,66124403,651,0.014831032,0.012,,ENSG00000226824.6_2,0,non-Island,Intron,6:G-N0
chr16,19554302,19555733,1432,0.01525259,0.012,CCP110,ENSG00000103540.16_2,0,non-Island,CDS,6:G-N0
chr15,57731959,57733007,1049,0.015177664,0.012,CGNL1,ENSG00000128849.10_1,0,non-Island,CDS,6:G-N0
chr6,64325837,64326241,405,0.015066018,0.012,RPL9P18,ENSG00000213309.3_1,0,non-Island,Promoter,6:G-N0
chr18,74846054,74846717,664,0.015245886,0.012,MBP,ENSG00000197971.14_2,414,non-Island,Promoter,6:G-N0
chr7,101898524,101899388,865,0.014830648,0.012,CUX1,ENSG00000257923.9_2,0,non-Island,3'UTR,6:G-N0
chr21,35520628,35521897,1270,0.015164608,0.012,,ENSG00000272657.1_2,0,non-Island,Intron,6:G-N0
chrX,103044688,103046550,1863,0.01482417,0.012,PLP1,ENSG00000123560.13_2,0,non-Island,CDS,6:G-N0
chr6,123130118,123131216,1099,0.015264621,0.012,SMPDL3A,ENSG00000172594.12_1,0,non-Island,CDS,6:G-N0
chr5,77755757,77756196,440,0.015249545,0.012,SCAMP1,ENSG00000085365.17_1,0,non-Island,Intron,6:G-N0
chr2,134948022,134948471,450,0.014943804,0.012,MGAT5,ENSG00000152127.8_1,0,non-Island,Intron,6:G-N0
chr4,4577654,4577911,258,0.014831197,0.012,STX18-AS1,ENSG00000247708.7_1,0,non-Island,Intron,6:G-N0
chrX,115940120,115940958,839,0.015043271,0.012,RNU6-1323P,ENSG00000206752.1,43848,non-Island,Intergenic,6:G-N0
chr6,105626815,105627122,308,0.014985356,0.012,POPDC3,ENSG00000132429.9_1,0,non-Island,Intron,6:G-N0
chr1,226890187,226890448,262,0.014911266,0.012,ITPKB,ENSG00000143772.9_2,0,non-Island,Intron,6:G-N0
chr10,103693819,103694008,190,0.015255795,0.012,C10orf76,ENSG00000120029.12_1,0,non-Island,Intron,6:G-N0
chr16,87759536,87759651,116,0.0151843,0.012,KLHDC4,ENSG00000104731.13_2,0,non-Island,Intron,6:G-N0
chr2,166815935,166816364,430,0.01497502,0.012,,ENSG00000236107.7_1,0,non-Island,Intron,6:G-N0
chr9,34737785,34738166,382,0.014943192,0.012,FAM205A,ENSG00000205108.5_1,8320,non-Island,Intergenic,6:G-N0
chr1,178376930,178377044,115,0.017250553,0.012,RASAL2,ENSG00000075391.16_2,0,non-Island,Intron,6:G-N0
chrX,103042909,103042909,1,0.017701483,0.012,PLP1,ENSG00000123560.13_2,0,non-Island,Intron,6:G-N0
chr21,46886347,46887560,1214,0.012620299,0.016,COL18A1,ENSG00000182871.14_2,0,non-Island,Intron,6:G-N0
chr2,97614852,97616491,1640,0.014407605,0.016,FAM178B,ENSG00000168754.14_1,0,non-Island,Intron,6:G-N0
chr14,101095622,101096677,1056,0.014155117,0.016,LINC00523,ENSG00000196273.7_1,26909,non-Island,Intergenic,6:G-N0
chr3,69369556,69372588,3033,0.014460116,0.016,FRMD4B,ENSG00000114541.14_2,0,non-Island,5'UTR,6:G-N0
chr1,9382803,9383475,673,0.014382526,0.016,SPSB1,ENSG00000171621.13_1,0,non-Island,Intron,6:G-N0
chr18,9535223,9536019,797,0.01439839,0.016,RALBP1,ENSG00000017797.11_2,0,non-Island,CDS,6:G-N0
chr10,22958319,22962383,4065,0.014341753,0.016,PIP4K2A,ENSG00000150867.13_2,0,non-Island,Intron,6:G-N0
chr2,238989723,238990607,885,0.014114902,0.016,UBE2F-SCLY,ENSG00000258984.5_2,0,non-Island,CDS,6:G-N0
chr2,238989723,238990607,885,0.014114902,0.016,SCLY,ENSG00000132330.16_2,0,non-Island,CDS,6:G-N0
chr11,117300332,117301884,1553,0.014512629,0.016,DSCAML1,ENSG00000177103.13_2,0,non-Island,CDS,6:G-N0
chr16,4684283,4685042,760,0.014301948,0.016,MGRN1,ENSG00000102858.12_2,0,non-Island,Intron,6:G-N0
chr16,4684283,4685042,760,0.014301948,0.016,,ENSG00000261442.1_1,0,non-Island,Intron,6:G-N0
chr18,10043902,10045823,1922,0.014482772,0.016,,ENSG00000263630.1,38707,non-Island,Intergenic,6:G-N0
chr16,1098761,1099231,471,0.014397704,0.016,SSTR5-AS1,ENSG00000261713.6_1,14861,CpG-Island,Intergenic,6:G-N0
chr7,4762692,4763365,674,0.014281252,0.016,FOXK1,ENSG00000164916.10_2,0,non-Island,Intron,6:G-N0
chr1,7538162,7539396,1235,0.014773627,0.016,CAMTA1,ENSG00000171735.18_2,0,non-Island,Intron,6:G-N0
chr10,135193262,135193786,525,0.014235806,0.016,PAOX,ENSG00000148832.14_2,0,CpG-Island,CDS,6:G-N0
chr13,109152738,109154099,1362,0.014232958,0.016,HCFC2P1,ENSG00000232087.1_1,18572,non-Island,Intergenic,6:G-N0
chr20,60545282,60546056,775,0.014078114,0.016,TAF4,ENSG00000130699.17_2,0,CpG-Island,Intron,6:G-N0
chr19,2775332,2776127,796,0.0145166,0.016,SGTA,ENSG00000104969.9_1,0,non-Island,Intron,6:G-N0
chr9,113794499,113797804,3306,0.014813271,0.016,LPAR1,ENSG00000198121.13_2,0,non-Island,Intron,6:G-N0
chr10,676529,677068,540,0.014789197,0.016,DIP2C,ENSG00000151240.16_1,0,non-Island,Intron,6:G-N0
chr10,676529,677068,540,0.014789197,0.016,,ENSG00000225140.1_1,0,non-Island,Intron,6:G-N0
chr2,102247116,102248056,941,0.014756758,0.016,MAP4K4,ENSG00000071054.16_2,65255,non-Island,Intergenic,6:G-N0
chr1,51417779,51418069,291,0.0146607,0.016,FAF1,ENSG00000185104.19_2,0,non-Island,Intron,6:G-N0
chr1,205199457,205201828,2372,0.014590905,0.016,TMCC2,ENSG00000133069.15_2,0,non-Island,Intron,6:G-N0
chr2,71616246,71617440,1195,0.014762279,0.016,ZNF638,ENSG00000075292.18_2,0,non-Island,Intron,6:G-N0
chr12,110301020,110302807,1788,0.014635328,0.016,GLTP,ENSG00000139433.9_2,0,non-Island,Intron,6:G-N0
chr3,195657929,195659649,1721,0.014728128,0.016,RNU2-11P,ENSG00000239122.1,2282,non-Island,Intergenic,6:G-N0
chr21,44448004,44448831,828,0.014574607,0.016,PKNOX1,ENSG00000160199.14_1,0,non-Island,CDS,6:G-N0
chr10,1329701,1330785,1085,0.014555456,0.016,ADARB2,ENSG00000185736.15_2,0,non-Island,Intron,6:G-N0
chr4,170037105,170038355,1251,0.01478482,0.016,SH3RF1,ENSG00000154447.14_2,0,non-Island,CDS,6:G-N0
chr14,89932953,89933682,730,0.014607044,0.016,FOXN3,ENSG00000053254.15_2,0,non-Island,Intron,6:G-N0
chr14,89932953,89933682,730,0.014607044,0.016,,ENSG00000259053.1_2,0,non-Island,Intron,6:G-N0
chr6,20096058,20097780,1723,0.014601436,0.016,MBOAT1,ENSG00000172197.10_1,4595,non-Island,Intergenic,6:G-N0
chr15,49268663,49269157,495,0.014713531,0.016,KRT8P24,ENSG00000259500.1_1,3104,non-Island,Intergenic,6:G-N0
chr5,3993269,3994514,1246,0.014644183,0.016,,ENSG00000248962.1_1,18307,non-Island,Intergenic,6:G-N0
chr3,71509879,71510824,946,0.014600213,0.016,FOXP1,ENSG00000114861.18_2,0,non-Island,Intron,6:G-N0
chr9,124577443,124578208,766,0.014595434,0.016,,ENSG00000261534.1_1,0,non-Island,Intergenic,6:G-N0
chr1,201436559,201437375,817,0.014539202,0.016,PHLDA3,ENSG00000174307.6_1,0,non-Island,Intron,6:G-N0
chr1,32793276,32794201,926,0.014783339,0.016,HDAC1,ENSG00000116478.11_1,0,non-Island,CDS,6:G-N0
chr17,46987804,46989785,1982,0.014692189,0.016,UBE2Z,ENSG00000159202.17_1,0,non-Island,CDS,6:G-N0
chr7,45046016,45047386,1371,0.014636583,0.016,CCM2,ENSG00000136280.15_2,0,non-Island,Intron,6:G-N0
chr19,48627074,48627786,713,0.014591564,0.016,LIG1,ENSG00000105486.13_2,0,non-Island,Intron,6:G-N0
chr19,48627074,48627786,713,0.014591564,0.016,,ENSG00000269534.5_1,0,non-Island,Intron,6:G-N0
chr4,184162598,184163657,1060,0.014744738,0.016,WWC2,ENSG00000151718.15_1,0,non-Island,Intron,6:G-N0
chr2,158176664,158179152,2489,0.014658179,0.016,ERMN,ENSG00000136541.14_1,0,non-Island,CDS,6:G-N0
chr2,55863449,55864395,947,0.014645956,0.016,PNPT1,ENSG00000138035.14_1,0,non-Island,CDS,6:G-N0
chr7,134856322,134856898,577,0.01456618,0.016,C7orf49,ENSG00000122783.16_1,774,non-Island,Promoter,6:G-N0
chr19,13244250,13244658,409,0.014782433,0.016,NACC1,ENSG00000160877.5_2,0,non-Island,Intron,6:G-N0
chr1,235432715,235433650,936,0.014610229,0.016,ARID4B,ENSG00000054267.20_2,0,non-Island,Intron,6:G-N0
chr8,145063490,145063738,249,0.014773214,0.016,PARP10,ENSG00000178685.13_2,0,non-Island,Intron,6:G-N0
